"ID","ID_PK","Goal","Learn","Long_Goal"
"9625","5189","to make it to college","a personal manager","be professionall football player"
"9611","5190","a teacher","communication and creating lessons","becoming an adminstraor"
"9630","5191","My immediate goal is to work as a certified nursing assistant in the trauma room or neonatal intensive care unit","my exact skills to better me as a nurse","earning a bachelors of science in nursing degree"
"9636","5192","an administrative assistant","office procedures","earning a college degree in business administration"
"9631","5193","My immediate goal is to work as the owner of my own hair salon","this position willl help me learn how to work with people and how to satisfy them. I will have to keep up with paper work also so that will help me organizing","As i pursue my long term goal of getting my bachlors degree"
"9627","5194","To become a Radiologic Technologist","Medical prcedures","Earning a associates degree in Radiologic Technology"
"9637","5196","immidiate goal is to go into college and earn my culinary arts associate degree","Learn how to work as a team, learn diffrent styles of food and cooking","Head chef in a restaraunt"
"9632","5197","A chef","Anything in the kitchen","Earning a degree in Culinary Arts"
"9634","5198","engineering ","teach you how to build, fix, and you things","i plan to be successful "
"9629","5199","a cook or waitress part-time or full -time"," the right way to do things and do them right","earning a college degree in business and get my LpN certification"
"9633","5200","My immediate goal is to work as a costumer service representative","about human behavior","Becoming an psychologist"
"9639","5201","a registered nurse","icu or an prn","earning a degree in nursing"
"9640","5202","A cosmetologist","How to properly cut, dye, and fix up hair","Cosmetology"
"9638","5203","A Cosmetologist","How to properly cut, dye, and fix hair","Cosmetology"
"9626","5204","teacher you are in need of","how to work with children","teaching education to children"
"9643","5205","a waiter","how to deal witgh people and how to help me to do multiple tasks simultaneously","becoming a medical doctor"
"9646","5206","A sales person at Foot Locker","Sale skills","Graduating Highschool"
"9647","5207","a vetrinarian assistant","vetrinarian skills","earning my bachaloers degree in biology and buisness administration "
"9650","5208","an entry level art assistant","new skills in graphic arts","attending college and obtaining a degree in graphic art"
"9642","5209","waiter","to deal with multiple tasks simulanislouly and to learn good people skills","going to college and earning a degree to become a police officer"
"9648","5210","a cook","coordinate many activities","owning a resturant"
"9645","5211","a manager for any company as long as it is a good job","how to manage a good job and not let an opportunity fly out the window","earning a college degree and obtaining licenses that will get me through what i need to be done"
"9649","5212","my goals is to be come an artist or a singer ","how to become an designer ","northeastern unversity college "
"9653","5213","a retail sales person","to deal with people and learning different positions in buisness","being a buisness manager. "
"9644","5214","A radio station intern","Broadcasting skills","Earning a college degree in communication"
